l_mean,l_std,s_mean,s_std,l_entropy,s_entropy,class
9.622291666666667,3.837685657606316,85.04524739583333,46.81222904979713,3.575507918813735,4.665147517244151,0
48.279765625,18.088301552939356,78.99380208333334,39.06927025492664,5.678306173350557,6.497683060622135,0
16.037825520833334,6.132307627161277,81.64946614583333,42.84445283858712,4.136045710008916,5.531389123318193,0
97.2905859375,36.49217167649925,82.27348958333333,35.73176429298552,6.582265559699525,6.464730993331622,1
81.23990885416667,30.492741340700398,78.639375,38.54558552092628,6.3776410592741835,6.6752904969834175,1
65.9928515625,24.709357696103876,78.74606770833333,38.9539608418226,6.095707186594738,6.647751548070149,1
129.86356770833333,48.65165727928965,107.705,41.77068326240706,7.106045297850727,6.76717393778003,2
143.89048177083333,53.26885178846684,136.16078125,67.92740636007174,7.154506571319008,6.0967688003052745,2
142.25600260416667,52.991253176231766,133.85779947916666,67.42910648531321,7.21165503422065,6.166564072069556,2
190.178671875,57.0500760325472,183.80186197916666,90.76537202895092,6.728988652426808,4.645635956933472,3
172.71194010416667,56.55617716167037,175.80079427083334,64.3543453264033,7.301098523043716,5.852387540894307,3
162.86643229166665,55.716024524672946,163.74106770833333,65.02842496190928,7.31562658544013,5.83212446365314,3
199.70899739583334,55.13570301693693,171.06065104166666,107.37959896822183,6.054009781636198,3.1132304285220354,4
201.3310546875,54.68391011247932,169.40740885416668,108.68919322432528,5.984947899645864,3.012416294697244,4
201.55014322916668,54.624402277720485,169.55420572916665,108.70907253934203,5.984406547045383,3.012774644998088,4
44.4073046875,16.693759009603177,43.62549479166667,17.72133266054215,5.5951506059800495,5.953717249535861,0
5.57953125,2.2047776695032324,49.7899609375,30.26260473870996,2.8142546572876443,3.161807307304956,0
26.15725260416667,9.859259514841,44.057317708333336,18.35110822303778,4.821466157881124,5.772276359797223,0
104.7651953125,39.23328810340221,47.35458333333333,17.663843126371326,6.807956174781608,5.984260725059566,1
81.92328125,30.666232865999888,43.2896875,17.279069344219433,6.418678548942735,5.990304386575964,1
118.52830729166666,44.35653495809727,55.2580078125,22.903459804824006,6.990036021793244,6.302063712432017,1
125.848203125,47.08095426585723,61.33326822916667,27.897853346627375,7.056500362232832,6.488096879608952,2
140.35162760416668,52.46271112465331,79.857890625,43.79466782526769,7.229208996603468,6.906168917425477,2
148.66733072916668,55.566841978921296,97.11389322916666,59.88819887314904,7.351166469431194,7.245672179134797,2
175.3118359375,61.1243597488125,147.44736979166666,97.59570271479429,7.367393500929758,5.042030598215249,3
179.72075520833334,61.403186131812355,149.8552734375,97.1446773532975,7.35153742298268,5.153533073491084,3
196.33033854166666,61.762984181381306,141.42268229166666,109.28953380381542,6.736951281248052,4.447256037258972,3
213.61807291666668,56.91933040162791,89.2412109375,105.74071155569393,5.2624354633698935,3.710327326386668,4
221.22526041666666,53.271904605004345,69.80071614583333,95.75149823135737,4.508717672238749,3.6669631798270372,4
215.38165364583332,56.145258541042054,87.2702734375,104.66163230998173,5.173899962783379,3.719326452005724,4
43.79248697916667,23.20834863058302,90.918515625,55.79508080994504,6.286591370801069,7.136454589727987,0
42.6709765625,22.637489332191315,90.98217447916667,55.725824657992334,6.2566008080237,7.135206768070063,0
27.7205859375,14.807977093248669,92.4250390625,57.87356082285056,5.639878889546983,6.8755711758184255,0
53.682864583333334,28.41554414551706,90.5823046875,55.59245955407755,6.545362083706537,7.20669032926628,1
79.57856770833334,42.081219200575376,90.6732421875,53.19750897460147,7.044411494576922,7.226598992774297,1
75.76311197916667,40.094389170054114,90.619296875,53.97183667128887,7.008022019926643,7.251968759001073,1
129.02354166666666,65.71511446164114,125.73194010416667,64.2170765648677,7.606557711950042,6.928759673219294,2
113.58651041666667,60.00520845717874,107.99700520833333,49.647586079599314,7.608850827875227,7.206123138167097,2
116.13108072916667,61.3635740605799,113.2146484375,50.96964534270156,7.640525970214421,7.252498087524788,2
155.05625,70.17792983508063,157.316640625,79.5099246895082,7.417132959264981,6.149957116879297,3
161.98002604166666,70.66651834201723,167.181796875,83.41674849251142,7.3432806813490314,5.569626854877841,3
158.3330078125,70.47889610302491,162.4528515625,81.50027266022799,7.384462957374795,5.855006067675275,3
178.58239583333332,70.71771850764594,175.71420572916668,94.34613356141801,6.991288022671393,4.335000155445839,4
177.88125,70.75323065724632,175.68985677083333,93.83024646841355,7.008899815883405,4.377514479015202,4
175.40024739583333,70.8487851830782,176.35127604166667,91.47744138434288,7.086124002117462,4.604267987532948,4
18.0012109375,10.119363713748527,16.67265625,35.78302826333087,5.009213882343591,4.219082100095313,0
11.892200520833333,6.7927681827655055,16.467864583333334,37.05113630767612,4.501701310422338,3.65247659297716,0
5.2440625,3.1650502162041207,17.140338541666665,45.713094380079504,3.4755688098452455,2.202381930417467,0
71.05223958333333,39.34702617660704,16.538932291666665,31.662181204895933,6.987030545695305,5.10550775228987,1
79.295625,43.906485932047005,17.062018229166668,31.81705550371925,7.160388269697254,5.209956631600374,1
46.04595052083334,25.56452081473727,16.357083333333332,32.91850641219498,6.3372538125970435,4.872198203017177,1
87.1188671875,48.217239237167405,17.876783854166668,32.207856226039624,7.311156154193039,5.279572336581588,2
119.37412760416667,64.13563175261184,24.118997395833333,46.149275099658404,7.523297393362231,5.328059071119727,2
88.04571614583334,48.71559235686089,18.003450520833333,32.29282042675646,7.321505105912447,5.300540238521105,2
153.77654947916668,71.20321164463421,27.0791015625,51.28169935030732,7.206802254148032,5.258141843412561,3
131.19162760416665,67.15156895975815,24.590481770833332,47.216041208726374,7.449299751424936,5.321757714762972,3
123.35080729166667,65.26134565213505,23.498255208333333,45.01584555600804,7.48520936142896,5.313756269625075,3
176.59546875,73.90139809858883,30.843606770833333,53.89330805524038,6.815007697393508,5.20151959555402,4
160.71485677083334,72.08442340051485,26.814205729166666,49.91841441468694,7.0901429711198585,5.245160543891177,4
163.25057291666667,72.37097300746181,27.273059895833335,50.29276717859922,7.054209047521101,5.24400156575421,4
21.973958333333332,13.336603724896777,36.0597265625,42.61214967500738,5.213841780854484,5.606333237536527,0
0.0,0.0,0.0,0.0,-0.0,-0.0,0
24.7196875,14.970581147782598,36.1445703125,42.61502996728083,5.34926812405303,5.706805076316078,0
61.978046875,37.24263087536427,34.330325520833334,37.502746943116755,6.56895798188572,6.151662857281138,1
88.09516927083334,52.817084294106216,34.30776041666667,35.42559834217248,7.044029919083233,6.167910378229612,1
56.48236979166666,33.91422738887158,34.120625,37.083848287037874,6.4476199991183645,6.1011369756149625,1
119.25372395833334,71.46761321561188,41.4843359375,35.067179418160784,7.538878191212049,6.3400393674515785,2
134.12997395833332,78.50830657019775,50.55907552083333,47.39496885306328,7.3164580879276375,6.490674925622867,2
124.71350260416666,74.73555612243533,45.619778645833335,36.85631874185216,7.580175343423477,6.475103505006655,2
153.66778645833332,82.30200941626153,74.726796875,78.3405105576131,7.170527265477587,6.275412098615979,3
149.04450520833333,81.57306571740719,71.26450520833333,74.62881662849657,7.2562398267755714,6.406178936800271,3
170.44654947916666,83.35573245209447,74.77036458333333,85.62641453741799,6.4866670316403345,5.7983852484448235,3
188.324765625,81.42688243779703,74.11958333333334,94.96806369354589,5.741745692798536,4.630770879530987,4
186.4741015625,81.66226453547931,74.9165234375,95.05711070027506,5.79598211033487,4.6924111534042385,4
178.807421875,82.8149680268656,77.41688802083333,93.36079735640608,6.134600352215443,5.128034687078811,4
30.4522265625,18.946610404599273,45.05505208333334,40.988414464453086,6.0030662087661,6.697124351019115,0
33.215130208333335,20.65102575725467,44.78266927083333,40.23736886641148,6.124349696160711,6.723619666604515,0
